Query_id	tax
total_8964522	Unclassified
total_8964848	k__Bacteria
total_8966536	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_8968481	k__Bacteria
total_8972067	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_897479	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_897521	Unclassified
total_8975686	k__Bacteria
total_8976460	k__Bacteria
total_8982235	k__Bacteria
total_8983177	k__Archaea;p__Thaumarchaeota
total_8985185	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_8986227	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_8988474	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_8988695	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_8990370	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_8990520	k__Bacteria
total_899718	Unclassified
total_8997237	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_9000204	k__Bacteria
total_9000480	k__Bacteria
total_9000481	k__Bacteria
total_900290	k__Bacteria
total_9003174	k__Bacteria
total_9006983	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9007478	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_9007508	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9008521	k__Bacteria
total_9008713	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9010038	Unclassified
total_9010420	k__Bacteria;p__Actinobacteria
total_9010820	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9010911	Unclassified
total_9014520	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae
total_9014952	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9015012	Unclassified
total_9015013	k__Bacteria
total_902124	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_902125	k__Bacteria
total_9022020	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9023514	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9023942	k__Bacteria
total_9026040	k__Archaea;p__Thaumarchaeota
total_9026923	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9026925	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9027277	k__Bacteria
total_9027279	k__Bacteria;p__Bacteroidetes
total_9027289	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_9027291	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_9027292	k__Bacteria
total_9027341	k__Bacteria
total_9027394	k__Bacteria
total_9027433	k__Bacteria;p__Actinobacteria
total_9027603	Unclassified
total_902840	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9029428	k__Bacteria
total_9029529	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9029561	k__Bacteria;p__Proteobacteria
total_9029861	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9031204	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9037328	Unclassified
total_9037679	k__Bacteria
total_9037680	k__Bacteria
total_9041020	k__Bacteria
total_9041881	k__Bacteria
total_9041882	k__Bacteria
total_904262	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9042860	Unclassified
total_9043933	Unclassified
total_9048716	k__Bacteria;p__Proteobacteria
total_9049795	k__Bacteria
total_9050603	k__Bacteria
total_9052348	k__Bacteria
total_9053946	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9056040	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_9057196	k__Bacteria
total_905903	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_906036	k__Bacteria
total_906053	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9060898	k__Bacteria
total_9061065	k__Eukaryota
total_9061488	k__Bacteria
total_9063868	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9065236	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9067557	Unclassified
total_9069229	Unclassified
total_9069238	k__Bacteria
total_9070787	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9070847	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_907113	Unclassified
total_9071435	k__Bacteria;p__Actinobacteria
total_9073176	k__Bacteria;p__Proteobacteria
total_9074907	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9075424	k__Archaea;p__Euryarchaeota;c__Halobacteria
total_9076010	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_9076404	k__Bacteria;p__Bacteroidetes
total_9076411	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_9076415	k__Bacteria;p__Bacteroidetes
total_9078356	k__Bacteria
total_9078597	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
total_9080436	k__Bacteria
total_9080452	k__Bacteria
total_9080453	k__Bacteria
total_9080650	k__Bacteria
total_9086497	k__Eukaryota;p__Basidiomycota
total_908830	k__Bacteria
total_9089637	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9090518	k__Bacteria
total_9091122	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9091184	k__Bacteria;p__Proteobacteria
total_9091635	k__Archaea;p__Thaumarchaeota
total_9092163	Unclassified
total_9092779	k__Bacteria
total_9094364	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_9095265	k__Bacteria;p__Proteobacteria
total_9095482	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9095820	k__Bacteria;p__Proteobacteria
total_9097012	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9097709	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9098914	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9099285	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_909930	k__Bacteria
total_9101536	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_9101869	k__Bacteria
total_9108360	k__Bacteria;p__Proteobacteria
total_9109972	k__Bacteria
total_9111813	k__Bacteria
total_9112549	k__Bacteria
total_9112853	Unclassified
total_9113132	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9115194	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9117451	k__Bacteria
total_9118739	Unclassified
total_9120310	k__Bacteria
total_9120471	k__Bacteria
total_9122677	k__Bacteria
total_9126022	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_9127701	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9129618	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9130451	k__Bacteria
total_9130751	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9130752	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9130784	k__Bacteria
total_913133	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9132139	k__Bacteria
total_9132592	k__Bacteria
total_9133191	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_913321	k__Bacteria;p__Proteobacteria
total_9133842	k__Bacteria
total_9135325	k__Bacteria;p__Actinobacteria
total_9136023	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Komagataeibacter;s__Komagataeibacter_intermedius
total_9136227	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9136724	k__Bacteria
total_9136764	k__Bacteria
total_9137896	k__Bacteria
total_9140321	k__Bacteria
total_9143229	k__Bacteria
total_9143230	k__Bacteria
total_9143570	k__Bacteria
total_9143572	k__Bacteria
total_9149162	k__Bacteria
total_9149438	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_914978	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_915033	Unclassified
total_9150516	k__Bacteria;p__Proteobacteria
total_9150817	k__Bacteria
total_9152267	k__Bacteria
total_9155858	k__Bacteria
total_9155859	k__Bacteria
total_9156440	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_9157491	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9158860	k__Bacteria
total_9159045	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_9159642	k__Bacteria
total_9159785	k__Bacteria;p__Actinobacteria
total_915980	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9160552	k__Bacteria
total_9166413	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9166606	k__Bacteria
total_9168710	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9170566	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9172317	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9172443	Unclassified
total_9174332	Unclassified
total_9174694	k__Bacteria
total_9177510	k__Archaea;p__Thaumarchaeota
total_9177981	k__Bacteria
total_917808	k__Bacteria
total_9178475	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9178872	k__Bacteria;p__Proteobacteria
total_917947	k__Bacteria;p__Proteobacteria
total_9179485	k__Bacteria;p__Actinobacteria
total_9180274	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9187581	k__Bacteria
total_9188241	k__Bacteria
total_9191751	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9192039	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9192150	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9193152	k__Bacteria
total_9195079	k__Bacteria
total_9195401	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9198174	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9199337	k__Bacteria
total_9199359	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9201342	k__Bacteria;p__Proteobacteria
total_9202075	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9202435	k__Bacteria
total_9203516	k__Bacteria
total_9204453	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9206254	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_9207194	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9207410	k__Eukaryota;p__Ascomycota
total_9207919	k__Bacteria
total_9208518	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_921277	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9213473	Unclassified
total_9215410	k__Bacteria;p__Proteobacteria
total_9217478	k__Bacteria
total_9218656	k__Bacteria
total_9218742	k__Bacteria
total_922017	k__Bacteria
total_9220589	k__Bacteria
total_9221937	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_922197	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9223925	k__Bacteria
total_9223975	k__Archaea;p__Thaumarchaeota
total_9224163	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_922551	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9227738	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9227762	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9228179	k__Bacteria
total_9229521	k__Bacteria
total_9230231	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9231869	k__Bacteria
total_9235063	k__Bacteria
total_9235064	k__Bacteria
total_9235229	k__Bacteria
total_9236796	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9237376	k__Bacteria
total_9242131	k__Bacteria;p__Proteobacteria
total_92432	k__Bacteria
total_9244233	k__Bacteria
total_9245736	k__Bacteria
total_9246542	Unclassified
total_9247075	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9248821	k__Bacteria;p__Actinobacteria
total_924922	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9249315	k__Bacteria
total_9249933	k__Bacteria
total_9251347	k__Bacteria
total_9251595	k__Bacteria
total_9252313	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9252462	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_9253200	k__Bacteria
total_9254249	k__Bacteria
total_9254757	k__Bacteria;p__Actinobacteria
total_9260264	k__Bacteria
total_9260531	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_9262750	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9264147	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9264306	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9265071	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9270569	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_927110	Unclassified
total_9271133	k__Bacteria
total_9272406	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9272409	Unclassified
total_9272410	k__Bacteria
total_9273435	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9273879	k__Bacteria
total_9274549	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9275703	k__Bacteria
total_9276618	k__Bacteria;p__Actinobacteria
total_9276846	k__Bacteria
total_9277573	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9282642	k__Bacteria
total_9287175	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9287990	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_929083	k__Bacteria
total_9293030	Unclassified
total_9294145	k__Bacteria;p__Actinobacteria
total_9294341	k__Bacteria;p__Proteobacteria
total_9295553	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9296578	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9297067	k__Archaea;p__Thaumarchaeota
total_9302091	k__Bacteria
total_9302092	k__Bacteria
total_9302179	k__Bacteria;p__Actinobacteria
total_930358	k__Bacteria
total_9303816	k__Bacteria
total_9303817	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9303892	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9305629	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9307091	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_930846	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_9310316	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9314268	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9314376	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9315411	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9317771	k__Bacteria;p__Proteobacteria
total_9318043	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_9318480	k__Eukaryota;p__Basidiomycota;c__Agaricomycetes
total_9320532	k__Bacteria
total_932237	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9325123	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9326306	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9327262	k__Bacteria
total_9327677	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9327897	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9330862	k__Bacteria;p__Proteobacteria
total_933172	k__Bacteria;p__Actinobacteria
total_9336982	k__Bacteria
total_9337659	Unclassified
total_9338012	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9340709	Unclassified
total_9341096	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9341304	k__Archaea;p__Thaumarchaeota
total_934241	k__Bacteria
total_9343037	k__Bacteria
total_9343166	k__Bacteria
total_9343788	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9345474	k__Bacteria
total_9347067	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_9347522	k__Bacteria;p__Proteobacteria
total_9348649	k__Bacteria;p__Proteobacteria
total_9349478	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9350091	Unclassified
total_9351553	Unclassified
total_9351682	k__Bacteria
total_9354908	k__Bacteria
total_9356888	k__Bacteria
total_9358031	k__Bacteria
total_9358035	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter_woesei
total_9358036	k__Bacteria
total_9358037	k__Bacteria
total_9359220	k__Bacteria
total_9359440	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_936287	Unclassified
total_936321	k__Bacteria
total_9365320	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9365883	k__Bacteria
total_9369256	k__Bacteria
total_9370106	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9372481	k__Bacteria
total_9372579	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9373310	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9373361	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9374201	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9374883	k__Bacteria
total_9376423	k__Bacteria;p__Proteobacteria
total_9376971	k__Bacteria
total_9377982	k__Bacteria
total_9379387	k__Bacteria
total_937944	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9380009	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9381109	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_9381840	k__Bacteria
total_9383836	k__Bacteria
total_9384517	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_938486	k__Bacteria
total_9384965	k__Bacteria
total_9385140	k__Bacteria;p__Proteobacteria
total_9387223	k__Bacteria
total_9389034	k__Bacteria;p__Proteobacteria
total_9389970	k__Bacteria;p__Proteobacteria
total_9390027	k__Bacteria
total_9391571	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci
total_9391879	k__Bacteria
total_9393715	k__Bacteria
total_9394533	k__Bacteria
total_939697	k__Bacteria
total_940027	k__Bacteria;p__Actinobacteria
total_9400581	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_9402756	k__Bacteria
total_9402904	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9408594	Unclassified
total_9408858	k__Bacteria
total_9409375	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_9409527	k__Bacteria
total_9410273	k__Bacteria
total_9411112	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9411783	k__Bacteria
total_9412940	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9416062	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_9418829	k__Bacteria
total_9420666	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_942245	k__Bacteria
total_9423193	k__Bacteria
total_9425610	k__Bacteria
total_9426467	k__Bacteria
total_9428199	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_9429259	k__Bacteria
total_9429477	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9429645	k__Bacteria
total_9430745	k__Bacteria
total_9431470	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_943197	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_9432428	k__Bacteria;p__Proteobacteria
total_9434794	k__Bacteria
total_9437076	k__Bacteria;p__Actinobacteria
total_9440688	k__Bacteria;p__Proteobacteria
total_9441618	k__Bacteria
total_9442593	Unclassified
total_9442661	k__Bacteria
total_9442662	Unclassified
total_9443694	k__Bacteria
total_9443995	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae
total_9445554	k__Bacteria;p__Actinobacteria
total_9446082	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
total_9447626	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Unclassified;g__Unclassified;s__Solirubrobacterales_bacterium_URHD0059
total_9447931	k__Bacteria
total_9449188	k__Bacteria
total_9455225	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9456079	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9457024	k__Bacteria
total_94608	k__Bacteria
total_9462031	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_9463060	k__Bacteria
total_9463071	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_9463294	k__Bacteria
total_9464613	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia
total_946662	Unclassified
total_946902	k__Bacteria;p__Proteobacteria
total_9470738	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9473541	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9473585	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9474873	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9475418	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9475560	k__Bacteria;p__Proteobacteria
total_947635	Unclassified
total_9478131	k__Bacteria
total_9480932	k__Bacteria;p__Proteobacteria
total_9481896	k__Bacteria;p__Actinobacteria
total_9482869	k__Bacteria
total_9484512	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9484513	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9484549	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9484927	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9486483	k__Bacteria;p__Actinobacteria
total_9486563	k__Bacteria;p__Actinobacteria
total_9489514	k__Bacteria;p__Actinobacteria
total_9492479	k__Bacteria
total_9492938	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9493307	k__Bacteria
total_9494270	k__Bacteria;p__Actinobacteria
total_9494272	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_9496441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9497808	k__Bacteria
total_949810	k__Bacteria
total_9499756	k__Bacteria;p__Proteobacteria
total_9500630	k__Bacteria
total_9500708	k__Bacteria
total_9500716	k__Bacteria;p__Proteobacteria
total_9502825	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_9506420	k__Bacteria;p__Proteobacteria
total_9507424	k__Bacteria
total_9507664	k__Bacteria;p__Actinobacteria
total_9509445	k__Bacteria;p__Actinobacteria
total_9510368	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_9510408	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9511864	k__Bacteria
total_9511865	k__Bacteria
total_9512612	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9513273	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_9513396	k__Bacteria
total_9513567	k__Bacteria
total_9514956	k__Bacteria
total_9515025	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_951550	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_9516551	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9516865	k__Bacteria
total_9516866	k__Bacteria
total_951697	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_951733	k__Bacteria;p__Actinobacteria
total_9520160	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9520224	k__Archaea;p__Thaumarchaeota
total_9520343	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_952063	k__Archaea;p__Thaumarchaeota
total_9523337	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9526286	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_9526702	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_9528070	k__Bacteria;p__Proteobacteria
total_9531006	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
