Query_id	tax
total_4815709	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4816184	Unclassified
total_4816375	k__Bacteria;p__Actinobacteria
total_4816830	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4816854	k__Bacteria
total_4817344	k__Bacteria
total_4817370	k__Bacteria
total_4817911	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4818049	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4818519	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4819160	k__Bacteria
total_4819184	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_4819243	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4819749	Unclassified
total_4819777	k__Bacteria
total_4819779	k__Bacteria
total_4819997	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_482028	k__Bacteria
total_4820290	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4820323	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_482048	k__Bacteria
total_4821848	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4821849	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4821890	k__Bacteria
total_4821921	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_4821922	k__Bacteria;p__Proteobacteria
total_4822033	k__Bacteria
total_4822086	k__Bacteria;p__Proteobacteria
total_482228	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4822376	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae
total_4822666	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4822667	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4822816	k__Bacteria
total_4823103	k__Bacteria
total_4823198	k__Bacteria;p__Proteobacteria
total_4823265	k__Bacteria
total_482332	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4823516	k__Bacteria
total_4824138	k__Bacteria
total_4824277	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_4824336	k__Bacteria
total_4824806	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4825178	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4825826	k__Bacteria
total_482630	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4826351	k__Bacteria
total_4826352	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4826353	k__Bacteria
total_4826574	k__Bacteria
total_4826578	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4826632	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_4827120	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4827255	k__Bacteria;p__Actinobacteria
total_4827704	k__Bacteria
total_4827705	Unclassified
total_4827789	k__Bacteria
total_4828103	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_4828104	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_4828238	k__Bacteria
total_482834	k__Bacteria
total_482835	k__Bacteria
total_482836	k__Bacteria
total_4828879	k__Bacteria
total_482902	k__Bacteria
total_4829508	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4829748	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4829750	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4829751	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4829752	k__Bacteria
total_4829760	k__Bacteria;p__Proteobacteria
total_4829763	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4829989	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4830164	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4830297	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4830412	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_4830902	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4831416	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_4832233	Unclassified
total_4832573	k__Bacteria;p__Actinobacteria
total_4833300	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4833666	k__Bacteria
total_4833667	k__Bacteria
total_4834707	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4834984	Unclassified
total_4834993	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4834994	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4835015	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
total_4835302	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_4835303	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4835310	k__Bacteria
total_4835311	k__Bacteria
total_4835865	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4836041	k__Bacteria;p__Actinobacteria
total_483616	k__Bacteria;p__Actinobacteria
total_4836336	k__Bacteria
total_4836478	k__Bacteria
total_4836721	k__Bacteria
total_4836936	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4837187	k__Bacteria
total_4837419	k__Bacteria
total_4837708	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_4838793	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4838794	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4838804	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4839407	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4839506	k__Bacteria
total_4839613	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_4839702	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_484022	k__Bacteria;p__Actinobacteria
total_4840238	k__Bacteria
total_4840272	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4840456	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4840788	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
total_4842131	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4842222	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4842622	k__Bacteria
total_4843081	k__Bacteria
total_4843221	k__Bacteria
total_4843222	k__Bacteria
total_4843223	k__Bacteria;p__Proteobacteria
total_4843225	k__Bacteria
total_4843457	k__Bacteria
total_4843458	k__Bacteria
total_4843565	k__Bacteria
total_4843907	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_48443	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_484438	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4844519	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_4844896	k__Bacteria
total_4845371	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_4845453	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4845805	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_484599	k__Bacteria
total_484633	k__Bacteria
total_4846527	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4846638	k__Bacteria
total_4847590	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales
total_4847825	k__Bacteria
total_4847929	k__Bacteria
total_4848090	k__Bacteria;p__Bacteroidetes
total_4848197	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4849388	k__Bacteria;p__Proteobacteria
total_4849794	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_485028	k__Bacteria
total_4850282	k__Bacteria;p__Actinobacteria
total_4850610	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4851380	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella
total_485147	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_4851579	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_4851966	k__Bacteria
total_4852162	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter_sp._URHD0082
total_4852163	k__Bacteria;p__Actinobacteria
total_4852172	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_4852413	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_4853068	k__Bacteria
total_4853579	k__Bacteria
total_4853937	k__Bacteria;p__Proteobacteria
total_4854157	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4854604	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_4854681	Unclassified
total_4854984	k__Bacteria
total_4855442	k__Bacteria
total_4855654	k__Bacteria
total_4856254	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_4856355	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_4856524	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_485685	k__Bacteria;p__Proteobacteria
total_4856897	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4857389	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_4857571	k__Bacteria
total_4857739	k__Bacteria;p__Actinobacteria
total_485891	k__Bacteria
total_4859196	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4859232	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4859234	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4859235	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4859686	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4859687	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4859688	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4859998	k__Bacteria;p__Actinobacteria
total_4860138	k__Bacteria
total_4860409	Unclassified
total_4860617	k__Bacteria
total_4861153	k__Bacteria
total_4861174	k__Bacteria
total_4861194	k__Bacteria;p__Actinobacteria
total_4861287	k__Bacteria
total_4861460	k__Bacteria
total_4861648	k__Bacteria;p__Proteobacteria
total_4862950	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__Jiangella_muralis
total_486314	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4863149	k__Bacteria;p__Actinobacteria
total_4863173	k__Bacteria
total_4863503	k__Bacteria
total_4864778	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
total_4865019	k__Archaea;p__Thaumarchaeota
total_4865067	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4865724	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_4866452	k__Bacteria;p__Proteobacteria
total_4866991	k__Bacteria
total_4867568	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4868036	k__Bacteria
total_4868114	k__Bacteria;p__Proteobacteria
total_4868416	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_4868419	k__Bacteria;p__Bacteroidetes
total_4868860	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4868877	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_48691	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4870038	k__Bacteria
total_4870197	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4870302	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4870407	k__Bacteria
total_4870408	k__Bacteria;p__Bacteroidetes
total_4870489	k__Bacteria
total_4870649	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_4870858	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4870862	k__Bacteria
total_487092	k__Bacteria
total_4871041	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4871151	k__Bacteria;p__Proteobacteria
total_4871273	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4871301	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4871647	Unclassified
total_4871795	k__Bacteria
total_4872459	Unclassified
total_4872702	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4872803	k__Bacteria;p__Proteobacteria
total_4872959	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4873514	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_487480	k__Bacteria
total_4875166	k__Bacteria
total_487660	k__Bacteria
total_4877817	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_4877891	k__Bacteria
total_4878023	k__Bacteria;p__Proteobacteria
total_4878024	k__Bacteria
total_4878025	k__Bacteria
total_4878026	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_487811	k__Bacteria
total_487813	k__Bacteria
total_4878159	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_487823	k__Bacteria
total_487828	k__Bacteria
total_4878377	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4878609	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4879154	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_4879479	k__Bacteria
total_4880232	k__Bacteria
total_4880293	k__Archaea;p__Thaumarchaeota
total_4880294	k__Archaea;p__Thaumarchaeota
total_4880327	k__Bacteria;p__Proteobacteria
total_4880644	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_4880925	k__Bacteria
total_4881321	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_4881514	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4882087	k__Bacteria
total_4882327	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_488260	k__Bacteria
total_488314	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4883377	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_488402	k__Bacteria;p__Proteobacteria
total_488403	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_4884308	Unclassified
total_4884309	k__Bacteria
total_488431	k__Bacteria
total_4884310	k__Bacteria
total_4884553	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_488485	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4885170	Unclassified
total_4885182	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4885185	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4885550	k__Bacteria;p__Proteobacteria
total_4885772	k__Bacteria
total_4885855	k__Bacteria
total_488590	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_488622	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4886569	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4886974	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4887105	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4887332	k__Bacteria
total_4887561	k__Bacteria
total_488763	k__Bacteria
total_4887644	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_488783	k__Bacteria
total_4887967	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_488881	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4889131	Unclassified
total_4889548	k__Bacteria;p__Bacteroidetes
total_4889599	k__Bacteria
total_4889876	k__Bacteria
total_4890297	k__Bacteria
total_4890327	k__Bacteria
total_4890818	k__Bacteria;p__Proteobacteria
total_4890983	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4891250	k__Bacteria
total_4891456	k__Bacteria
total_4891480	k__Bacteria;p__Proteobacteria
total_4891574	k__Bacteria
total_489172	k__Bacteria;p__Proteobacteria
total_4891922	k__Bacteria
total_4891926	k__Bacteria;p__Bacteroidetes
total_4891929	k__Bacteria;p__Bacteroidetes
total_4891941	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_4891944	k__Bacteria;p__Bacteroidetes
total_4891945	k__Bacteria;p__Bacteroidetes
total_4891948	k__Bacteria
total_4891949	k__Bacteria;p__Bacteroidetes
total_4891952	k__Bacteria
total_4891956	k__Bacteria;p__Bacteroidetes
total_4891957	k__Bacteria;p__Bacteroidetes
total_4891960	k__Bacteria;p__Bacteroidetes
total_4891962	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_4891963	k__Bacteria
total_4891967	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_4891968	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_4891974	k__Bacteria;p__Bacteroidetes
total_4891976	k__Bacteria
total_4891980	k__Bacteria;p__Bacteroidetes
total_4892337	k__Bacteria;p__Actinobacteria
total_489244	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomonas
total_4893339	k__Bacteria
total_4894252	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_4894266	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4895172	k__Bacteria
total_4895173	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4895582	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4896226	Unclassified
total_4896331	k__Bacteria
total_4896333	k__Bacteria
total_4896515	k__Bacteria
total_4896757	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4896907	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_4896950	k__Bacteria
total_489719	k__Bacteria
total_4897218	k__Bacteria;p__Proteobacteria
total_4897344	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4897758	k__Bacteria;p__Bacteroidetes
total_4898217	k__Bacteria
total_4898273	k__Bacteria
total_4898274	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4898275	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4898313	k__Bacteria
total_4898430	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4898546	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4899551	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4899757	k__Bacteria
total_4900774	k__Bacteria
total_4900841	k__Eukaryota
total_4900867	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
total_4901083	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_49011	k__Bacteria
total_4901197	k__Bacteria
total_4901817	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_4902042	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4902187	k__Bacteria;p__Proteobacteria
total_4902347	k__Bacteria
total_4903223	k__Bacteria
total_490364	k__Bacteria
total_4903887	k__Bacteria
total_4903925	Unclassified
total_4904332	k__Bacteria
total_4904546	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_4904624	k__Bacteria
total_4904787	k__Bacteria
total_4904925	k__Bacteria
total_4904949	k__Bacteria
total_4905173	k__Bacteria
total_4905734	k__Bacteria
total_4906170	k__Bacteria
total_4906185	Unclassified
total_4906186	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Unclassified;f__Unclassified;g__Unclassified;s__delta_proteobacterium_NaphS2
total_4906231	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_490627	k__Archaea;p__Thaumarchaeota
total_490628	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_490631	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4906327	Unclassified
total_4906328	k__Bacteria
total_4907045	Unclassified
total_4907704	k__Bacteria
total_4907705	k__Bacteria
total_4908202	k__Bacteria
total_4908496	k__Bacteria
total_4908593	k__Bacteria
total_4908679	k__Bacteria
total_4908908	k__Bacteria
total_4908910	k__Bacteria
total_4909281	Unclassified
total_4909333	Unclassified
total_4910214	k__Bacteria
total_4911272	Unclassified
total_4911296	k__Bacteria;p__Proteobacteria
total_4911736	k__Bacteria
total_491186	k__Bacteria
total_4912152	k__Bacteria
total_491312	k__Bacteria
total_4913288	k__Bacteria;p__Proteobacteria
total_491354	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4913832	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4914155	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_4914156	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4914157	k__Bacteria;p__Proteobacteria
total_4914158	k__Bacteria
total_4914444	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4914606	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_4914964	Unclassified
total_4915700	k__Bacteria
total_4915702	k__Bacteria
total_4915705	k__Bacteria
total_4915836	k__Bacteria
total_4916044	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_491605	k__Bacteria
total_4917193	k__Bacteria
total_491784	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4917885	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_491804	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_4918127	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4918584	k__Bacteria;p__Bacteroidetes
total_4918628	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_4918928	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4919213	k__Bacteria
total_4919554	k__Bacteria
total_4920059	Unclassified
total_4920126	k__Bacteria
total_4920177	k__Bacteria
total_4920178	k__Bacteria
total_4920669	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces
total_4920718	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_4921065	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_492112	k__Bacteria
total_492129	k__Bacteria;p__Proteobacteria
total_4921291	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_4921297	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_4922134	k__Bacteria
total_4922427	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_4922547	k__Bacteria
total_4922702	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4923297	Unclassified
total_4923460	Unclassified
total_4923461	Unclassified
total_4923826	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_4924123	k__Bacteria
total_4924571	k__Bacteria
total_4925681	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_4925693	k__Bacteria
total_492574	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_4926247	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_492640	k__Bacteria
total_4926567	Unclassified
total_4926568	k__Bacteria
total_492667	k__Bacteria;p__Proteobacteria
total_4926894	k__Bacteria;p__Proteobacteria
total_4927015	k__Archaea;p__Thaumarchaeota
total_4927140	k__Bacteria;p__Proteobacteria
total_4927161	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_4927220	k__Bacteria
total_4927282	k__Bacteria
total_4927434	k__Bacteria
total_4927739	k__Bacteria
total_4928095	k__Bacteria
total_4928098	k__Bacteria
total_4928100	k__Bacteria
total_4928493	k__Bacteria
total_4928618	k__Bacteria;p__Proteobacteria
total_49289	k__Bacteria;p__Proteobacteria
total_4929039	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4929149	k__Bacteria
total_4929368	k__Bacteria
total_4929649	k__Bacteria
total_4929655	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_4930053	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_4930204	k__Bacteria
total_4930206	k__Bacteria
total_493047	k__Bacteria
total_4931759	k__Bacteria
total_4933084	k__Bacteria
total_4933121	k__Bacteria;p__Proteobacteria
total_4933412	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_4933420	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
total_4933692	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae
total_4933808	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
